key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.03,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.03,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.03,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,1.0,,,440.75571136215945,,,,,,
energy_heat_backup_burner_network_gas,2292.757985721849,0.0,5.0,502.5307567484815,300000.0,10000.0,5.0,0.03,15.0,687827395.7165546
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_crude_oil,0.0,0.0,100.0,0.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_hydrogen,0.0,,5.0,0.0,300000.0,10000.0,5.0,0.03,25.0,0.0
energy_heat_burner_network_gas,527.5663850207341,,5.0,3064.961894213437,300000.0,10000.0,5.0,0.03,25.0,158269915.5062202
energy_heat_burner_waste_mix,0.0,0.0,36.6,0.0,68808000.0,2976348.6,201.3,0.03,25.0,0.0
energy_heat_burner_wood_pellets,173.96520695860823,0.0,16.67,2428.1993919986803,8184970.0,433420.0,0.0,0.03,15.0,1423899999.9999998
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.03,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,1.0,0.0,500000.0,5000.0,0.0,0.03,15.0,0.0
energy_heat_heatpump_water_water_electricity,516.6463708924027,0.0,1.0,3307.862570517956,255000.0,5000.0,0.0,0.03,15.0,131744824.57756267
energy_heat_import_steam_hot_water,33.61237950279046,,10.0,8760.0,0.0,,0.0,0.03,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.03,15.0,0.0
energy_heat_solar_thermal,0.0,,23.3,684.0,9333333.3,685151.5,0.0,0.03,25.0,0.0
energy_heat_well_geothermal,286.6301970789416,0.0,14.0,6000.0,3102143.465139684,862540.0,16.226,0.03,30.0,889167992.7801383
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,0.0,,,4000.0,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_solar_pv_solar_radiation,0.0,20.0,0.0,1224.0,5559999.9999999935,318000.0,0.0,0.03,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.03,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,0.0,,,7500.0,105435801.31208998,483226.33552015,0.0,0.03,30.0,0.0
energy_hydrogen_wind_turbine_offshore,0.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,0.0
energy_import_electricity,0.0,5850.0,,5427.6084,,,,,,
energy_interconnector_imported_electricity,1.0,14800.0,,0.0,,,,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,3.7593984962406015,665.0,0.0,1191.908994380864,505635388.7719546,13063555.5555556,514.7221333182799,0.03,30.0,2163061851.8543696
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_hydrogen,48.125,800.0,0.0,442.82499382340285,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,28891384345.794395
energy_power_combined_cycle_network_gas,0.0,800.0,0.0,0.0,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,0.0
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.03,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260347129.506008,2400000.0,800.0,0.03,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,18001015.143542588,1464000.0,0.0,0.03,30.0,0.0
energy_power_hv_network_electricity,37.305234586181015,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.03,50.0,0.0
energy_power_hydro_river,3.7,10.0,0.0,2515.0,34560000.0,710000.0,0.0,0.03,45.0,127872000.0
energy_power_lv_network_electricity,5688.410894233874,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,7397.05322717433,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,919.1604601814256,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.03,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.03,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.03,30.0,0.0
energy_power_solar_pv_solar_radiation,2370.0,20.0,0.0,1224.0,5559999.9999999935,318000.0,0.0,0.03,25.0,13177199999.999985
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.03,45.0,0.0
energy_power_supercritical_waste_mix,0.0,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.03,20.0,0.0
energy_power_transformer_lv_mv_electricity,9312.334125164003,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,353.04117675150206,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_turbine_network_gas,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.03,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.03,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,317222963.9519359,1365600.0,1584.0,0.03,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.03,30.0,0.0
energy_power_wind_turbine_coastal,0.0,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,0.0
energy_power_wind_turbine_inland,6666.666666666668,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,14230095075.485271
energy_power_wind_turbine_offshore,10333.333333333334,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,31003972321.88622
energy_transport_hydrogen_compressed_trucks,35.593091553682406,0.0,,8760.0,882585.2046923632,788022.5041896099,0.0,0.03,15.0,31413935.99454081
energy_transport_hydrogen_pipelines,4.698169444443542,0.0,,8760.0,65603754.84335708,16502807.895378646,0.0,0.03,30.0,308217556.4458252
households_cooling_airconditioning_electricity,5934720.350397018,0.0,0.0025,560.0,1800.0,25.0,0.0,0.03,15.0,10682496630.71463
households_cooling_heatpump_air_water_electricity,661949.5775442828,0.0,0.01,560.0,4639.980000000001,100.0,0.0,0.03,15.0,3071432800.813921
households_cooling_heatpump_ground_water_electricity,136955.0850091619,0.0,0.01,560.0,7091.04,100.0,0.0,0.03,15.0,971153986.0033674
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_solar_pv_solar_radiation,105318106.41168036,0.00027200000000000005,0.0,1224.0,69.36530884041322,4.62,0.0,0.03,25.0,21657331974.666225
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.03,15.0,0.0
households_space_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,2134.39,98.0,0.0,0.03,15.0,0.0
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.03,15.0,0.0
households_space_heater_district_heating_steam_hot_water,3960000.0,0.0,0.01,741.2630451138377,0.0,0.0,0.0,0.03,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.03,15.0,0.0
households_space_heater_heatpump_air_water_electricity,2552000.0,0.0,0.01,741.2630451138411,4639.980000000001,100.0,0.0,0.03,15.0,11841228960.000002
households_space_heater_heatpump_ground_water_electricity,528000.0,0.0,0.01,741.2630451138355,7091.04,100.0,0.0,0.03,15.0,3744069120.0
households_space_heater_hybrid_heatpump_air_water_electricity,1760000.0,0.0,0.004900000000000001,1512.7817247221149,1947.69,200.0,0.0,0.03,15.0,3427934400.0
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,2805.0,200.0,0.0,0.03,15.0,0.0
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.03,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.03,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,45088235080.156006,,,,40.0,
households_water_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_heatpump_air_water_electricity,2552000.0,0.0,0.01,81.60623075171195,0.0,0.0,0.0,0.03,15.0,650760000.0
households_water_heater_heatpump_ground_water_electricity,528000.0,0.0,0.01,81.60623075171172,0.0,0.0,0.0,0.03,15.0,134640000.0
households_water_heater_hybrid_heatpump_air_water_electricity,1760000.0,0.0,0.0049,166.5433280647184,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.03,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.03,15.0,0.0
households_water_heater_solar_thermal,6479412.005549456,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.03,20.0,7483720866.40962
industry_aluminium_burner_network_gas,0.2444920091324189,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,1466952.0547945139
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,1.9881996416004373,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,11929197.849602625
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_hydrogen,69.05862751971023,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,414351765.1182614
industry_chemicals_other_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,118.9,0.0,50.0,340.0514636905678,3050847.457627118,50000.0,25.0,0.03,15.0,362745762.71186435
industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_other_heater_electricity,70.46073443201492,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,211382203.29604477
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.03,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_hydrogen,22.753649464485058,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,136521896.78691036
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600801.0680907877,0.0,8.0,0.03,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38301068.09078772,315000.0,157.5,0.03,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.03,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,421193181.81818193,809339.3782383419,30.17875647668393,0.03,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
industry_heat_well_geothermal,22.035793472229013,,30.0,7000.0,8736748.43302641,1958100.0,139.07999999999998,0.03,30.0,192521184.08899045
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_network_gas,14.945371456493392,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,89672228.73896036
industry_other_food_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_network_gas_electricity,33.7,0.0,50.0,297.48177765616805,3050847.457627118,50000.0,25.0,0.03,15.0,102813559.32203391
industry_other_food_heater_electricity,20.681058325055865,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,62043174.9751676
industry_other_metals_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_network_gas,1.3812654486676788,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,8287592.692006074
industry_other_paper_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_network_gas_electricity,8.2,0.0,50.0,205.98501401262752,3050847.457627118,50000.0,25.0,0.03,15.0,25016949.15254237
industry_other_paper_heater_electricity,7.774357769931303,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,23323073.30979391
industry_steel_blastfurnace_burner_coal_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_steel_electricfurnace_burner_network_gas,3.0224445148077725,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,18134667.088846635
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
other_burner_crude_oil,40.320694345014665,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,12096208.3035044
other_burner_network_gas,2.818127101405808,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,845438.1304217423
other_burner_wood_pellets,7.207827151876462,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,7231853.242382691
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,7979083.0,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_car_using_hydrogen,0.0,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
