key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
energy_chp_supercritical_waste_mix,0.0,60.0,33.333333,0.0,162000000.0,4800000.0,0.0,0.03,30.0,0.0
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.03,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.03,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.03,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,0.0,,,,,,,,,
energy_flexibility_hv_opac_electricity,0.0,1400.0,0.0,0.0,1785000000.0,19800000.0,0.0,0.03,50.0,0.0
energy_flexibility_mv_batteries_electricity,0.0,100.0,0.0,0.0,38780504.17160623,560000.0,0.0,0.03,10.0,0.0
energy_flexibility_pumped_storage_electricity,0.0,450.0,0.0,0.0,500000000.0,15000.0,5000.0,0.03,75.0,0.0
energy_heat_backup_burner_network_gas,1201.4995222931595,0.0,5.0,1084.743902290924,300000.0,10000.0,5.0,0.03,15.0,360449856.6879479
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_crude_oil,0.0,0.0,100.0,0.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_hydrogen,0.0,,5.0,0.0,300000.0,10000.0,5.0,0.03,25.0,0.0
energy_heat_burner_network_gas,115.22214365801365,,5.0,3733.422104553799,300000.0,10000.0,5.0,0.03,25.0,34566643.0974041
energy_heat_burner_waste_mix,0.0,0.0,36.6,0.0,68808000.0,2976348.6,201.3,0.03,25.0,0.0
energy_heat_burner_wood_pellets,17.68711516835975,0.0,16.67,5432.45528010096,8184970.0,433420.0,0.0,0.03,15.0,144768507.0395695
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.03,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,1.0,0.0,500000.0,5000.0,0.0,0.03,15.0,0.0
energy_heat_heatpump_water_water_electricity,163.80233880919837,0.0,1.0,5902.195460334095,255000.0,5000.0,0.0,0.03,15.0,41769596.39634558
energy_heat_import_steam_hot_water,0.0,,10.0,8760.0,0.0,,0.0,0.03,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.03,15.0,0.0
energy_heat_solar_thermal,31.363812626928624,,23.3,684.0,9333333.3,685151.5,0.0,0.03,25.0,292728916.80587345
energy_heat_well_geothermal,78.00111371866589,0.0,14.0,6000.0,3102143.465139684,862540.0,16.226,0.03,30.0,241970645.1959767
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,0.0,,,4000.0,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_flexibility_p2g_electricity,917.2930973315108,,,3849.421926108791,4500000.0,126000.0,0.0,0.03,25.0,4127818937.9917984
energy_hydrogen_solar_pv_solar_radiation,0.0,35.29411764705883,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.03,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,0.0,,,7500.0,105435801.31208998,483226.33552015,0.0,0.03,30.0,0.0
energy_hydrogen_wind_turbine_offshore,0.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,0.0
energy_interconnector_1_imported_electricity,1.0,3232.366152501514,,0.0,,,0.0,,,
energy_interconnector_2_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_3_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_4_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_5_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_6_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,0.8210643549333251,665.0,0.0,2231.680604260056,505635388.7719546,13063555.5555556,514.7221333182799,0.03,30.0,472419453.763602
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_hydrogen,10.510650073590226,800.0,0.0,690.4564547738322,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,6309968436.368777
energy_power_combined_cycle_network_gas,0.0,800.0,0.0,0.0,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,0.0
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.03,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260347129.506008,2400000.0,800.0,0.03,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,18001015.143542588,1464000.0,0.0,0.03,30.0,0.0
energy_power_hv_network_electricity,10.504409884785645,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.03,50.0,0.0
energy_power_hydro_river,0.0,10.0,0.0,2515.0,34560000.0,710000.0,0.0,0.03,45.0,0.0
energy_power_lv_network_electricity,860.6496239551237,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,1734.0900992206161,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,215.47865138244342,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.03,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.03,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.03,30.0,0.0
energy_power_solar_pv_solar_radiation,89.06604300000001,35.29411764705883,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,495207199.0799993
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.03,45.0,0.0
energy_power_supercritical_waste_mix,0.0,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.03,20.0,0.0
energy_power_transformer_lv_mv_electricity,1530.04377592022,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,82.76339109916576,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_turbine_network_gas,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.03,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.03,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,317222963.9519359,1365600.0,1584.0,0.03,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.03,30.0,0.0
energy_power_wind_turbine_coastal,0.0,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,0.0
energy_power_wind_turbine_inland,406.39295066666665,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,867451548.8990492
energy_power_wind_turbine_offshore,4689.218413333333,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,14069457861.122505
energy_transport_hydrogen_compressed_trucks,16.202683699225233,0.0,,8760.0,882585.2046923632,788022.5041896099,0.0,0.03,15.0,14300248.909246318
energy_transport_hydrogen_pipelines,2.1387002407158944,0.0,,8760.0,65603754.84335708,16502807.895378646,0.0,0.03,30.0,140306766.2753543
households_cooling_airconditioning_electricity,5160560.761987353,0.0,0.0025,560.0,1800.0,25.0,0.0,0.03,15.0,9289009371.577234
households_cooling_heatpump_air_water_electricity,575601.0080678202,0.0,0.01,560.0,4639.980000000001,100.0,0.0,0.03,15.0,2670777165.414525
households_cooling_heatpump_ground_water_electricity,119089.8637381697,0.0,0.01,560.0,7091.04,100.0,0.0,0.03,15.0,844470987.3619108
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_flexibility_p2p_electricity,0.0,0.0044,0.0,0.0,7560.930888575458,0.0,0.0,0.03,10.0,0.0
households_solar_pv_solar_radiation,14063586.51581739,0.0004800000000000001,0.0,1000.0,69.36530884041322,4.62,0.0,0.03,25.0,2891998083.7570124
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.03,15.0,0.0
households_space_heater_combined_network_gas,57658.42326083808,0.0,0.022000000000000002,316.31757879581636,2134.39,98.0,0.0,0.03,15.0,123065562.02370016
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.03,15.0,0.0
households_space_heater_district_heating_steam_hot_water,1091666.1470718626,0.0,0.01,695.8986733507958,0.0,0.0,0.0,0.03,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.03,15.0,0.0
households_space_heater_heatpump_air_water_electricity,480486.8605069818,0.0,0.01,695.8986733507942,4639.980000000001,100.0,0.0,0.03,15.0,2229449423.015186
households_space_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,7091.04,100.0,0.0,0.03,15.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity,292136.011188245,0.0,0.004900000000000001,1420.2013741852936,1947.69,200.0,0.0,0.03,15.0,568990387.6312329
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,2805.0,200.0,0.0,0.03,15.0,0.0
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.03,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.03,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,10749672620.54355,,,,40.0,
households_water_heater_combined_network_gas,57658.42326083782,0.0,0.022000000000000002,62.28367949442272,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_heatpump_air_water_electricity,480486.8605069818,0.0,0.01,137.0240948877294,0.0,0.0,0.0,0.03,15.0,122524149.42928036
households_water_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_heatpump_air_water_electricity,292136.011188245,0.0,0.0049,279.6410099749596,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.03,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.03,15.0,0.0
households_water_heater_solar_thermal,0.0,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.03,20.0,0.0
industry_aluminium_burner_network_gas,0.04351957762557058,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,261117.46575342343
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,25.96813077921825,0.0,50.0,5874.041989896839,3050847.457627118,50000.0,25.0,0.03,15.0,79224805.76710652
industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_other_heater_electricity,19.117990675134045,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,57353972.02540214
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.03,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_hydrogen,73.56523075743404,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,441391384.5446042
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600801.0680907877,0.0,8.0,0.03,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38301068.09078772,315000.0,157.5,0.03,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.03,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,421193181.81818193,809339.3782383419,30.17875647668393,0.03,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,7.435009417651106,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,44610056.50590664
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
industry_heat_well_geothermal,4.812686011023438,,30.0,7000.0,8736748.43302641,1958100.0,139.07999999999998,0.03,30.0,42047226.96545715
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_hydrogen_electricity,7.360185090493313,0.0,50.0,6051.7286624895605,3050847.457627118,50000.0,25.0,0.03,15.0,22454801.97099655
industry_other_food_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_food_heater_electricity,8.231853720744553,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,24695561.162233654
industry_other_metals_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_network_gas_electricity,0.13805825799086768,0.0,50.0,6036.7522533813135,3050847.457627118,50000.0,25.0,0.03,15.0,421194.6853958675
industry_other_paper_heater_electricity,0.04562051035773485,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,136861.53107320453
industry_steel_blastfurnace_burner_coal_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_steel_electricfurnace_burner_network_gas,0.00906733354442332,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,54404.001266539904
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
other_burner_crude_oil,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_network_gas,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_wood_pellets,0.0,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,0.0
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,1526615.0,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_car_using_hydrogen,0.0,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
