key,primary_co2_emission,primary_demand_of_ambient_cold,primary_demand_of_ambient_heat,primary_demand_of_bio_ethanol,primary_demand_of_bio_kerosene,primary_demand_of_bio_lng,primary_demand_of_bio_oil,primary_demand_of_biodiesel,primary_demand_of_biogas,primary_demand_of_biogenic_waste,primary_demand_of_coal,primary_demand_of_coal_gas,primary_demand_of_cooling,primary_demand_of_crude_oil,primary_demand_of_diesel,primary_demand_of_dry_biomass,primary_demand_of_electricity,primary_demand_of_gasoline,primary_demand_of_geothermal,primary_demand_of_greengas,primary_demand_of_heavy_fuel_oil,primary_demand_of_imported_electricity,primary_demand_of_imported_heat,primary_demand_of_imported_hydrogen,primary_demand_of_kerosene,primary_demand_of_light,primary_demand_of_lignite,primary_demand_of_lng,primary_demand_of_loss,primary_demand_of_lpg,primary_demand_of_natural_gas,primary_demand_of_non_biogenic_waste,primary_demand_of_oily_biomass,primary_demand_of_passenger_kms,primary_demand_of_solar_radiation,primary_demand_of_solar_thermal,primary_demand_of_steam_hot_water,primary_demand_of_torrefied_biomass_pellets,primary_demand_of_uranium_oxide,primary_demand_of_useable_heat,primary_demand_of_water,primary_demand_of_wet_biomass,primary_demand_of_wind,primary_demand_of_wood_pellets,final_demand_of_bio_ethanol,final_demand_of_bio_kerosene,final_demand_of_bio_lng,final_demand_of_biodiesel,final_demand_of_coal,final_demand_of_coal_gas,final_demand_of_compressed_network_gas,final_demand_of_coupling_carrier,final_demand_of_crude_oil,final_demand_of_diesel,final_demand_of_electricity,final_demand_of_gasoline,final_demand_of_heavy_fuel_oil,final_demand_of_hydrogen,final_demand_of_kerosene,final_demand_of_lng,final_demand_of_loss,final_demand_of_lpg,final_demand_of_network_gas,final_demand_of_solar_thermal,final_demand_of_steam_hot_water,final_demand_of_useable_heat,final_demand_of_wood_pellets
other_useful_demand_crude_oil_non_energetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844430954.3802714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844430954.3802714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other_useful_demand_electricity,401309.12971270696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40721698.61028689,4662182.961150386,0.0,0.0,0.0,0.0,0.0,0.0,381930608.4591193,0.0,0.0,32176130.3872164,0.0,119743774.09985664,0.0,21480722.431293134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814725.5676112818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510061988.33661836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other_burner_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835622485.7216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752060237.14944
other_burner_crude_oil,297491915.10914826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058552730.0020227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058552730.0020227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other_heater_district_heating_steam_hot_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other_burner_network_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231557150.6354439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182964201.524153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248571285.60080665,0.0,0.0,0.0,0.0
transport_car_using_lpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transport_car_using_gasoline_mix,0.0,0.0,0.0,76784426959.90582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29178082244.764214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transport_plane_using_kerosene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transport_plane_using_bio_ethanol,0.0,0.0,0.0,3328887529.9653325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264977261.3868265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
