Sidebar,Sectie,Slide,Naam,Key,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid,KM_stable_Alblasserdam_40,KM_stable_Dordrecht_40,KM_stable_Hardinxveld-Giessendam_40,KM_stable_Hendrik-Ido-Ambacht_40,KM_stable_Papendrecht_40,KM_stable_Sliedrecht_40,KM_stable_Zwijndrecht_40,KM_stable_Alblasserdam_50,KM_stable_Dordrecht_50,KM_stable_Hardinxveld-Giessendam_50,KM_stable_Hendrik-Ido-Ambacht_50,KM_stable_Papendrecht_50,KM_stable_Sliedrecht_50,KM_stable_Zwijndrecht_50
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_apartments_1985_2004,1.0,500.0,130.3349369,kWh/m2,134.2101516767029,130.3349369285018,146.3117817,157.4376884350173,152.1615803278609,140.806426089102,156.489132200102,128.4226054,,146.3117817,150.6485007,145.5999143,134.7344286,149.7408491
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_apartments_2005_present,1.0,500.0,104.8949665,kWh/m2,110.0675695639019,104.8949664592068,106.6374436,104.6092367591693,103.9962822462359,104.8637890302195,120.7534068126595,105.4008646,,106.6374436,100.1739572,99.58699108,100.4177168,115.6336379
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_apartments_before_1945,1.0,500.0,229.9376293,kWh/m2,252.7972369262123,229.9376293036514,283.4021797,123.505315907755,295.6894731539095,215.5581106402451,214.2500673149463,241.8573725,,283.4021797,118.1605921,282.8934363,206.2297788,204.9783414
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_apartments_future,1.0,500.0,58.22580645,kWh/m2,58.22580645,58.22580645,55.0,58.22580645,58.22580645,58.22580645,58.22580645,55.0,,55.0,55.0,55.0,55.0,55.0
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_detached_houses_1945_1964,1.0,500.0,249.7770373,kWh/m2,250.6768592590124,249.7770373418921,262.0635135,267.8168141231996,241.3693667145546,278.0406506158765,253.5747988712985,237.3606915,,262.0635135,253.5901574,228.5476208,263.270895,240.1046901
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_detached_houses_1965_1984,1.0,500.0,202.9203414,kWh/m2,210.6851359801543,202.9203413976344,186.0513108,204.1886030499373,188.3776364220811,220.8921190042375,192.1325670232696,199.1090296,,186.0513108,192.969449,178.0272168,208.7551894,181.5758326
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_detached_houses_1985_2004,1.0,500.0,149.1716108,kWh/m2,146.2200958318589,149.171610785923,131.7581101,133.4995208947633,135.7378766010806,145.4043745250791,142.0851240636772,138.3446867,,131.7581101,126.3092415,128.4270394,137.5729001,134.4324244
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_detached_houses_2005_present,1.0,500.0,104.7301261,kWh/m2,108.4884254740575,104.7301260701015,100.6929416,104.3923454932325,104.283236597924,108.7358944424478,113.8287947467706,102.7943741,,100.6929416,98.91327824,98.80989596,103.0288546,107.8544523
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_detached_houses_before_1945,1.0,500.0,285.79467,kWh/m2,288.0456687135584,285.7946699957699,272.2366274,272.6259291105701,283.5882786955262,269.1623755095549,277.1831960381078,272.6869564,,272.2366274,258.0894036,268.4672362,254.810528,262.4036752
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_detached_houses_future,1.0,500.0,52.96774194,kWh/m2,52.96774194,52.96774194,52.0,52.96774194,52.96774194,52.96774194,52.96774194,52.0,,52.0,52.0,52.0,52.0,52.0
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_semi_detached_houses_1945_1964,1.0,500.0,229.8577473,kWh/m2,259.228851740256,229.8577472576842,217.0859821,209.858295890719,244.4435362186817,209.3649377652123,230.9867294233734,248.7794463,,217.0859821,201.3989967,234.5901206,200.9255256,221.675752
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_semi_detached_houses_1965_1984,1.0,500.0,193.6152629,kWh/m2,197.9445145701081,193.6152629137418,171.7287567,191.7148295031051,191.1093442421436,194.7740220494637,196.2239385656766,190.183434,,171.7287567,184.1980046,183.6162595,187.1372513,188.5303189
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_semi_detached_houses_1985_2004,1.0,500.0,150.2498542,kWh/m2,154.6628116665946,150.2498541704261,145.5383407,150.2417759105997,147.903986675009,153.461367117971,160.9044895189497,148.7102017,,145.5383407,144.4593213,142.2115081,147.554998,154.711652
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_semi_detached_houses_2005_present,1.0,500.0,107.8446663,kWh/m2,107.852171439027,107.8446662830185,102.4763621,109.1016216712748,105.3867833538674,107.1852868767599,105.8090443980173,103.5526368,,102.4763621,104.7522776,101.1855316,102.9123377,101.5909592
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_semi_detached_houses_before_1945,1.0,500.0,279.7494233,kWh/m2,279.5577742596197,279.7494233014148,277.3612253,277.5976131629776,284.806861728877,279.6277375033694,276.0459087804615,268.2852834,,277.3612253,266.404161,273.3227141,268.3524255,264.9150254
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_semi_detached_houses_future,1.0,500.0,52.29032258,kWh/m2,52.29032258,52.29032258,51.0,52.29032258,52.29032258,52.29032258,52.29032258,51.0,,51.0,51.0,51.0,51.0,51.0
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_terraced_houses_1945_1964,1.0,500.0,217.9078927,kWh/m2,238.1613607552018,217.9078926809144,195.5035005,215.8576893364803,236.167360898708,198.2360783832056,226.2489464657718,232.4163032,,195.5035005,210.6506531,230.4704037,193.4541202,220.7912466
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_terraced_houses_1965_1984,1.0,500.0,185.2124756,kWh/m2,193.7619954851936,185.21247558801,157.3743228,191.1553009819934,188.2050273858573,185.219717498431,191.1843348007746,189.2510069,,157.3743228,186.7049991,183.823411,180.9076024,186.7333569
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_terraced_houses_1985_2004,1.0,500.0,151.0275672,kWh/m2,149.9390020888695,151.0275671569111,145.4080458,147.0745408074108,152.274949829539,166.8767036484105,157.4122731697367,146.2326447,,145.4080458,143.4389904,148.5108499,162.7516615,153.5211833
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_terraced_houses_2005_present,1.0,500.0,111.7613451,kWh/m2,109.2170723159392,111.7613450964814,106.9667735,109.5033637651549,106.0610798117141,106.4830621981948,110.8993231423716,106.6682491,,106.9667735,106.9478593,103.5859087,103.9980432,108.3112409
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_terraced_houses_before_1945,1.0,500.0,271.6304243,kWh/m2,259.3907013423577,271.6304243257488,265.535389,276.5761334058803,280.6115115541936,255.2040689424215,262.763571590357,253.0451043,,265.535389,269.810121,273.7467798,248.9608914,256.3354624
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_terraced_houses_future,1.0,500.0,52.96774194,kWh/m2,52.96774194,52.96774194,52.0,52.96774194,52.96774194,52.96774194,52.96774194,52.0,,52.0,52.0,52.0,52.0,52.0
Vraag,Energievraag huishoudens,Verlichting,Spaarlamp,households_lighting_efficient_fluorescent_electricity_share,0.0,100.0,5.5,%,5.5,5.5,3.5,5.5,5.5,5.5,5.5,3.5,,3.5,3.5,3.5,3.5,3.5
Vraag,Energievraag huishoudens,Verlichting,Gloeilamp,households_lighting_incandescent_electricity_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag huishoudens,Verlichting,LED-lamp,households_lighting_led_electricity_share,0.0,100.0,94.5,%,94.5,94.5,96.5,94.5,94.5,94.5,94.5,96.5,,96.5,96.5,96.5,96.5,96.5
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_apartments_1945_1964,0.0,5556.0,4980.912674,#,289.5670974767814,4980.91267362538,88.21478179,205.2967966631051,417.7655338209912,517.276208186077,1829.741318730994,273.974755,,88.21478179,194.2421637,395.2700799,489.4223951,1731.215093
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_apartments_1965_1984,0.0,8566.0,8373.714882,#,1104.065228652833,8373.714881860305,742.8765518,1015.232394163525,2165.178317552595,1740.537844993813,3641.170029067258,1079.940077,,742.8765518,993.0483469,2117.866571,1702.505002,3561.60609
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_apartments_1985_2004,0.0,4392.0,4358.450891,#,677.7827773843268,4358.450890588526,473.4442618,535.8751094985893,1204.72663505794,660.9126350482601,1371.443335790834,668.1041959,,473.4442618,528.2229367,1187.523417,651.4749553,1351.859442
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_apartments_2005_present,0.0,2136.0,2064.0,#,438.0,2064.0,358.0,1021.0,880.0,1126.0,804.0,438.0,,358.0,1021.0,880.0,1126.0,804.0
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_apartments_before_1945,0.0,3380.0,3282.13962,#,40.77192073948859,3282.139619528831,91.12250276,4.853800088034355,13.5906402464962,54.36256098598479,69.89472126769472,40.28573806,,91.12250276,4.795921198,13.42857935,53.71431742,69.06126525
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_apartments_future,0.0,55783.0,5237.542248,#,571.8012624799269,5237.542247958092,503.2775387,619.4331597747776,1047.027760719835,919.4267147556485,1754.295887065851,724.0666954,,503.2775387,784.3825301,1325.841652,1164.261618,2221.448795
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_detached_houses_1945_1964,0.0,145.0,130.5602753,#,46.8216159569637,130.5602752646103,76.00333252,49.52286303140392,30.61413351032243,55.82577287176442,87.34032207356691,44.40644147,,76.00333252,46.96835156,29.03498096,52.94614175,82.83509274
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_detached_houses_1965_1984,0.0,160.0,155.5436555,#,49.57954019508186,155.5436555139823,139.2387612,130.2678114929602,62.21746220559292,52.49598373596903,199.2903086272898,48.3073253,,139.2387612,126.9251292,60.62095724,51.14893267,194.1765037
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_detached_houses_1985_2004,0.0,359.0,356.6191466,#,144.0383739760143,356.6191466026837,276.6607276,196.6868830844885,199.6669873736474,152.978686843491,144.0383739760143,142.2546295,,276.6607276,194.2511492,197.1943484,151.0842272,142.2546295
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_detached_houses_2005_present,0.0,413.0,375.0,#,89.0,375.0,119.0,246.0,49.0,41.0,42.0,89.0,,119.0,246.0,49.0,41.0,42.0
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_detached_houses_before_1945,0.0,463.0,453.922619,#,150.9807415198528,453.9226189850118,491.1792269,173.5298133052853,131.3728530107809,292.1575387851696,180.3925742834604,149.7853484,,491.1792269,172.1558875,130.3327058,289.8443755,178.9643124
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_detached_houses_future,0.0,55783.0,317.8100269,#,103.8912937309135,317.810026850982,305.5899547,171.3888959715682,101.9869726645628,128.8590588230679,142.4008975171178,131.387625,,305.5899547,216.7494425,128.9792979,162.9634697,180.0893516
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Aantal inwoners,households_number_of_inhabitants,0.060717,0.242868,0.132103649,mln,0.02234385810572438,0.1321036493934237,0.020837716,0.03447605312182277,0.03595013095988042,0.02786274318370912,0.04969891284973992,0.023167255,,0.020837716,0.035746536,0.037274935,0.028889518,0.051530376
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_semi_detached_houses_1945_1964,0.0,1462.0,1414.920801,#,548.7415143603133,1414.920800696258,440.1835911,502.2872062663185,480.0278503046127,283.5648389904264,1089.740644038294,540.2253163,,440.1835911,494.4919562,472.5780545,279.1640524,1072.828406
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_semi_detached_houses_1965_1984,0.0,2621.0,2600.863766,#,354.2572928635826,2600.863766373809,521.2963072,810.7232724637169,1116.357015326416,586.459552051477,1540.076522476975,351.8010995,,521.2963072,805.1022362,1108.61691,582.3934169,1529.398618
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_semi_detached_houses_1985_2004,0.0,1908.0,1902.321877,#,409.7768823575886,1902.321877222091,358.92351,598.2144267993995,854.4496062784756,486.5477337968449,785.6549471965446,407.5070791,,358.92351,594.9008454,849.7167075,483.8526876,781.3031103
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_semi_detached_houses_2005_present,0.0,767.0,697.0,#,194.0,697.0,228.0,667.0,110.0,197.0,74.0,194.0,,228.0,667.0,110.0,197.0,74.0
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_semi_detached_houses_before_1945,0.0,2212.0,2185.46191,#,327.8686643542027,2185.461910288706,698.650031,234.0508236504398,201.4614684586064,921.3899513327442,579.6954999274607,326.2332072,,698.650031,232.8833437,200.456549,916.7939225,576.8038934
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_semi_detached_houses_future,0.0,55783.0,938.2375908,#,196.1644934763367,938.2375907753215,293.2374838,299.3590335694768,294.299444269711,263.7310922502926,435.0192716694474,238.0955311,,293.2374838,363.3483656,357.2072665,320.1047925,528.0065862
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_terraced_houses_1945_1964,0.0,2275.0,1934.866079,#,893.0151135537056,1934.866079366362,258.4320019,908.3239440717692,945.7455297825911,445.657066192516,1662.709092378566,819.7994019,,258.4320019,833.853106,868.2066047,409.1189396,1526.38841
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_terraced_houses_1965_1984,0.0,6447.0,6294.066894,#,962.461221658597,6294.066893767376,991.979049,1717.983519390599,2848.338584989641,1308.010179536024,3260.264178843523,941.3776153,,991.979049,1680.349496,2785.943085,1279.357003,3188.845066
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_terraced_houses_1985_2004,0.0,4962.0,4917.112182,#,784.8353180946292,4917.112182304987,449.0915088,1322.923168757992,1792.635215193415,788.7991328324808,1603.363061460997,771.5411605,,449.0915088,1300.514456,1762.270151,775.437833,1576.204037
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_terraced_houses_2005_present,0.0,1326.0,1178.0,#,314.0,1178.0,254.0,1583.0,394.0,432.0,184.0,314.0,,254.0,1583.0,394.0,432.0,184.0
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_terraced_houses_before_1945,0.0,6233.0,5902.996355,#,232.0285748470143,5902.996355189551,119.4661389,73.87032178802903,106.0702056443494,494.3629227352712,590.0155188966935,226.8930544,,119.4661389,72.23533978,103.7225392,483.4211201,576.9566241
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_terraced_houses_future,0.0,55783.0,5962.569545,#,957.3010546407112,5962.569544936654,799.4407614,1646.094284684825,1793.349628489906,1021.46029272853,2181.979374616561,1222.99271,,799.4407614,2102.955282,2291.080231,1304.958858,2787.571219
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HR combiketel (waterstof),households_heater_combined_hydrogen_heat_output_capacity,0.000681781011831203,25.0,22.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HR combiketel (gas),households_heater_combined_network_gas_heat_output_capacity,0.000681781011831203,25.0,22.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HT-warmtenet,households_heater_district_heating_ht_steam_hot_water_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,LT-warmtenet,households_heater_district_heating_lt_steam_hot_water_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,MT-warmtenet,households_heater_district_heating_mt_steam_hot_water_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Elektrische boiler/bijstook,households_heater_electricity_heat_output_capacity,0.000681781011831203,25.0,6.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Luchtwarmtepomp,households_heater_heatpump_air_water_electricity_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Bodemwarmtepomp,households_heater_heatpump_ground_water_electricity_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Bodemwarmtepomp met PVT,households_heater_heatpump_pvt_electricity_heat_output_capacity,0.000681781011831203,25.0,7.8,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Warmtepomp met aquathermie (TEO) en WKO,households_heater_heatpump_surface_water_water_ts_electricity_heat_output_capacity,0.000681781011831203,25.0,10.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Hybride luchtwarmtepomp (gas),households_heater_hybrid_heatpump_air_water_electricity_heat_output_capacity,0.000681781011831203,25.0,4.9,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Hybride luchtwarmtepomp (waterstof),households_heater_hybrid_hydrogen_heatpump_air_water_electricity_heat_output_capacity,0.000681781011831203,25.0,4.8999999999999995,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Gasketel,households_heater_network_gas_heat_output_capacity,0.000681781011831203,25.0,22.0,kW,,,,,,,,,,,,,,
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Houtpelletkachel,households_heater_wood_pellets_heat_output_capacity,0.000681781011831203,25.0,10.1,kW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Ammoniak,external_coupling_industry_other_non_specified_industry_ammonia_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Kolen,external_coupling_industry_other_non_specified_industry_coal_share_energetic,0.0,100.0,0.013246191370001742,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Kolen,external_coupling_industry_other_non_specified_industry_coal_share_non_energetic,0.0,100.0,8.569618749207011,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Kooks,external_coupling_industry_other_non_specified_industry_cokes_share_energetic,0.0,100.0,0.7386678584321568,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Kooks,external_coupling_industry_other_non_specified_industry_cokes_share_non_energetic,0.0,100.0,2.1306812324954514,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Olie,external_coupling_industry_other_non_specified_industry_crude_oil_share_energetic,0.0,100.0,0.3275996520174094,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Oie,external_coupling_industry_other_non_specified_industry_crude_oil_share_non_energetic,0.0,100.0,89.29970001829753,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Elektriciteit,external_coupling_industry_other_non_specified_industry_electricity_share_energetic,0.0,100.0,39.154543073692,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Waterstof,external_coupling_industry_other_non_specified_industry_hydrogen_share_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Waterstof,external_coupling_industry_other_non_specified_industry_hydrogen_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Methanol,external_coupling_industry_other_non_specified_industry_methanol_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Netwerkgas,external_coupling_industry_other_non_specified_industry_network_gas_share_energetic,0.0,100.0,52.104162264810704,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Netwerkgas,external_coupling_industry_other_non_specified_industry_network_gas_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Stoomnet,external_coupling_industry_other_non_specified_industry_useable_heat_share_energetic,0.0,100.0,4.546247730656086,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Afval,external_coupling_industry_other_non_specified_industry_waste_mix_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Biomassa,external_coupling_industry_other_non_specified_industry_wood_pellets_share_energetic,0.0,100.0,3.1155332290216378,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Biomassa,external_coupling_industry_other_non_specified_industry_wood_pellets_share_non_energetic,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Grootte (energetisch),external_coupling_industry_other_non_specified_useful_energetic_demand,0.0,68.1781011831203,0.3106621952423306,PJ,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Grootte (niet-energetisch),external_coupling_industry_other_non_specified_useful_non_energetic_demand,0.0,68.1781011831203,0.03751946698227483,PJ,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Overig,Kolen,industry_aggregated_other_industry_coal_share_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Kolen,industry_aggregated_other_industry_coal_share_non_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Kooks,industry_aggregated_other_industry_cokes_share_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Kooks,industry_aggregated_other_industry_cokes_share_non_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Olie,industry_aggregated_other_industry_crude_oil_share_energetic,0.0,100.0,0.1,%,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Olie,industry_aggregated_other_industry_crude_oil_share_non_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Elektriciteit,industry_aggregated_other_industry_electricity_share,0.0,100.0,76.9,%,76.9,76.9,85.0,76.9,76.9,76.9,76.9,85.0,,85.0,85.0,85.0,85.0,85.0
Vraag,Energievraag industrie,Overig,Waterstof,industry_aggregated_other_industry_hydrogen_share_energetic,0.0,100.0,2.8,%,2.8,2.8,6.0,2.8,2.8,2.8,2.8,6.0,,6.0,6.0,6.0,6.0,6.0
Vraag,Energievraag industrie,Overig,Waterstof,industry_aggregated_other_industry_hydrogen_share_non_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Gas,industry_aggregated_other_industry_network_gas_share_energetic,0.0,100.0,18.1,%,18.1,18.1,7.0,18.1,18.1,18.1,18.1,7.0,,7.0,7.0,7.0,7.0,7.0
Vraag,Energievraag industrie,Overig,Gas,industry_aggregated_other_industry_network_gas_share_non_energetic,0.0,100.0,100.0,%,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Energievraag industrie,Overig,Warmte,industry_aggregated_other_industry_useable_heat_share,0.0,100.0,1.8,%,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.9,,1.9,1.9,1.9,1.9,1.9
Vraag,Energievraag industrie,Overig,Biomassa,industry_aggregated_other_industry_wood_pellets_share_energetic,0.0,100.0,0.3,%,0.3,0.3,0.1,0.3,0.3,0.3,0.3,0.1,,0.1,0.1,0.1,0.1,0.1
Vraag,Energievraag industrie,Overig,Biomassa,industry_aggregated_other_industry_wood_pellets_share_non_energetic,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Elektriciteit,industry_useful_demand_for_aggregated_other_electricity_efficiency,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Grootte (energetisch),industry_useful_demand_for_aggregated_other_energetic,0.0,10000.0,80.0,%,80.0,80.0,84.0,80.0,80.0,80.0,80.0,84.0,,84.0,84.0,84.0,84.0,84.0
Vraag,Energievraag industrie,Overig,Grootte (niet-energetisch),industry_useful_demand_for_aggregated_other_non_energetic,0.0,50000.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Overig,Warmte,industry_useful_demand_for_aggregated_other_useable_heat_efficiency,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Aluminium,Elektriciteit,external_coupling_industry_metal_aluminium_energetic_electricity_share,0.0,100.0,93.4161,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Waterstof,external_coupling_industry_metal_aluminium_energetic_hydrogen_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Netwerkgas,external_coupling_industry_metal_aluminium_energetic_network_gas_share,0.0,100.0,6.5839,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Vaste onderhoudskosten,external_coupling_industry_metal_aluminium_fixed_om_costs,0.0,100000000000.0,0.0,€/year/unit,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Investeringskosten,external_coupling_industry_metal_aluminium_investment_costs,0.0,100000000000000.0,0.0,€/unit,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Productiegrootte,external_coupling_industry_metal_aluminium_production,0.0,68.1781011831203,0.0,Mton,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Conversie energetische vraag,external_coupling_industry_metal_aluminium_production_efficiency,0.0,0.00681781011831203,0.01619,Mton/PJ,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Aluminium,Technische levensduur,external_coupling_industry_metal_aluminium_technical_lifetime,0.00681781011831203,0.681781011831203,15.0,year,,,,,,,,,,,,,,
